user_id,tweet_id,tweet_text,class,tweet_text_clean
user0797,8ef7dcc54e47,"Revisión correspondiente a los 15 meses, entra en consulta comiendo garbanzos de media mañana ""es lo que más le gusta"" me dice la madre. Mis ojos se llenaron de lágrimas @Midietacojea @carloscasabona @SinAzucarOrg @comiendo_maria @NTPMUEVETE",control,revisión correspondiente mes entrar consulta comer garbanzo medio mañana gusto decir madre ojo llenar lágrima midietacojeo carloscasabonar sinazucarorg comiendomario ntpmuevete
user0798,84cfc2cffe9f,"6 marzo 2019
Yeaaah! Con panza de hombre #realbody #cuerporeal #cuerpodehombre
Semana 3 ciclo #testosterona
#amoelfitness #gymtime  #lifestyle lifestyle #influencer influencer",control,marzo yeaaah panzar hombre semana ciclo lifestyle influencer
user0799,adc60bc89de1,Alimentación | Las propiedades de las legumbres son esenciales  .,control,alimentación propiedad legumbr esencial
user0800,bfb49eb58104,Chia con agua y limón. Lo dejan remojar por unas horas. Se toma en ayunas y media hora antes de cada comida. Ayuda adelgazar,anorexia,chia aguo limón dejar remojar uno hora tomar ayuna medio hora cada comida ayudo adelgazar
user0801,7848a8258cdf,"Les dejo este hermoso atardecer , gracias por todos sus lindo comentarios y likes 
.
.
.
#fit #nutricionista #ﬁtness #playa #arena #photography #fitmode #happy #photographer #photo… https://www.instagram.com/p/BvNpVnYlh1z/?utm_source=ig_twitter_share&igshid=19tjhbgi565lz …",control,dejar hermoso atardecer gracias lindo comentario likes
user0802,7f810f6ab4ab,"Quieras o no, el de arriba te muestra el camino. Hoy entrene tan duro en #monserrate como sino hubiera un mañana,
un Domingo la mayoría descansan y tu que hiciste
. #calisthenics #streetworkout  #training #franksaenz",control,quierar arriba mostrar camino hoy entrenir tanto duro sino mañana domingo mayoría descansar hiciste
user0803,ad38a2ce2dee,"@albertochicote no hay mejor forma de empezar el finde que ir a tu casa.
#Yakitoro   #comidasaludable #madrid",control,albertochicote mejor forma empezar finde ir casa
user0804,2a40aa304fe1,"Algo me dice que debería hacer más ejercicio... JAJAJA
Esta #mancuerna, obviamente no es para eso, pero aquí estoy estos días intentando recuperar algo de #agilidad y regularme mejor el cuerpo
 #weight #ejercicio #exercise #terraza #terrace #celo… https://ift.tt/2UME24Z",control,decir deber hacer ejercicio jajajar obviamente aquí día intentar recuperar regular yo mejor cuerpo
user0805,ae1c681f0abd,"Hoy fue el happy B-day de mi papá, tuve que almorzar con él... Después vomité. #chaudieta",anorexia,hoy happy bday papá almorzar después vomité
user0806,74ae16926679,"No me puedo creer que existan blog que se dediquen a favorecer enfermedades como la Anorexia y la Bulimia, que asco de mundo...",anorexia,poder creer existir blog dedicar favorecer enfermedad anorexia bulimiir asco mundo
user0807,b4067a253646,Detenerte a pensar es bueno que dices ustedes si o no?? #modelling #model #fashion  #photography #modeling #modellife #models #style #follow #fashionmodel #photooftheday … https://www.instagram.com/p/BvP0OvWBNND/?utm_source=ig_twitter_share&igshid=ecin0pk68q1l …,control,detenerte pensar bueno diz usted si
user0808,b903258ca7be,"Estuve a punto de darme un atracón y esto me detuvo, si estás como yo, espero que te sirva
#thinspo #thinspiration #ana #mia",anorexia,punto dar yo atracón detener si esperar servir
user0809,9395fc83dbea,"Correr hasta que se acabe el mundo 
 @pitufollow
 Referencia camiseta 0247939
 Referencia malla 0248033
 
#Sprinter #Deportivamente #TePicaElDeporte #Running  #Deporte #Salud #Zapatillas",control,correr acabe mundo pitufollow referencia camiseto referencia mallo
user0810,c3525fd8dd3a,"todoo super bienmucha voluntad por ellas y fuerzasss!!
Obioo que tendre resultados en un messs!! Castigo ..
 por siempre♡",anorexia,todoo super bienmucha voluntad fuerzasss obioo tendrir resultado mess castigar siempre
user0811,e0705b87e045,"Quisiera ser tan perfecta como ella 

#anaymialifestyle  #anaymiaforeverfriends #anaymiaarequeen #anaymiaporsiempre #anaymiatips #thinsp0 #collarbones #thighgaps #skinny #diet… https://www.instagram.com/p/Bu-pmOqgpWd/?utm_source=ig_twitter_share&igshid=vs8kmo5nrj0y …",anorexia,querer ser tanto perfecto
user0812,1c1d8e743ebf,"Hoy he pasado hambre hasta la hora de cenar, pero con una infusión y un par de cigarrillos he podido aguantar",anorexia,hoy pasado hambre hora cenar infusión par cigarrillo poder aguantar
user0813,23dce631b397,"#thinspo   
10000% hermosa,  pediré un cuerpo así para la sgt navidad.  ;D ” QUIERO EDAS PIERNAAAAS",anorexia,hermoso pedir cuerpo así sgt navidad d querer eda piernaaaas
user0814,f9f8d1b64aa8,@alainpin2 Te paso mis fotos de antes y después de vomitar para que veas la diferencia.,anorexia,alainpin paso foto después vomitar vea diferencio
user0815,4a5e996e2d51,"Último fin de semana de vacaciones y yo ya tengo todo a punto para dar el pistoletazo de salida a la nueva temporada 
•¿Cuantos de vosotros vais a preparar la #Pastela de #pollo?
.
.
.
#receta #recetas #lasrecetasdemj #cocinoelmundoconmj … https://ift.tt/2LjNmrm",control,último fin semana vacación punto dar pistoletazo salido nuevo temporada cuanto vai preparar
user0816,420a615f7f4f,"Guarda silencio, déjate llevar, y bésame con tu corazón  #model motivation #gym #robbie #verano",control,guardar silencio déjatir llevar bésame corazón motivation
user0817,96ffa476bf8d,Que asco que me doy!! #Asco  #QuieroSerFlaca,anorexia,asco dar
user0818,7f502e8fd882,"Filetes de ternera en salsa con patatas súper crujientes. 
No podrás creerte lo buenos que están hasta que los pruebes. 
Busca la receta en mi #blog #gastroamantes  http://gastroamantes.com/filetes-de-ternera-en-salsa-con-patatas-crujientes/ …
#lovefoof #gastronomia  #HealthyFood",control,filet ternero salsar patata súper crujient podrás creertir buen pruebes buscar receta
user0819,6803cb861a36,Ya sabía igual pero gracias calculadora de peso ideal #ana #mia #anorexia #bulimia  #proana #promia #ed #tca,anorexia,saber igual gracias calculadora peso ideal
user0820,bdb9eacf80f2,"empecé gorda el año y voy a acabarlo igual 
  #bulimia #bulimianervosa #bulimic #bulimicgirl #anorexia #anorexic #anorexiaeetclub #proana #promia #TCA #ED",anorexia,empezar gordo año ir acabar él igual
user0821,73bed9165520,"No caigas!
Tienes todo 1 mes para conseguir tu objetivo. Animo
 
Solo si quieren verse super hermosas para comenzar diciembre",anorexia,caiga mes conseguir objetivo animo solo si querer ver él super hermoso comenzar diciembre
user0822,73fd6bb50419,"Fin de semana tomando sol, aprovechando este rico calor de la ciudad  #sun #weekend",control,fin semana tomar sol aprovechar rico calor ciudad
user0823,6b790fda8f1e,"¡NUEVO POST!

Dime, ¿tu familia sabotea tus intentos de comer sano? 

Si es así, echa un vistazo a este nuevo artículo.

#comidasalusable   https://www.evamuerdelamanzana.com/comer-sano/",control,nuevo post dime familia sabotear intento comer sano si así echar vistazo nuevo artículo
user0824,7490a40c5298,"Fortalecer tus piernas te ayuda a  fortalecer el torso y mejorar la estabilidad

 girl #strong #legday #mtyfit en Monterrey, Nuevo Leon, Mexico https://www.instagram.com/p/BvP_6NKhV7t/?utm_source=ig_twitter_share&igshid=12sbnxqqhmzwb …",control,fortalecer pierna ayuda fortalecer torso mejorar estabilidad girl monterrey nuevo leon mexico
user0825,59ae91f74ad7,"Tentate, proba nuestras piezas y volvete adicto, este sábado le ponemos comida a tu previa vos solo disfruta hace tu pedido en @EbisushiA #sushi #sushi #sushiargentina #sushitime #sushiroll #sushiman #sushimania #sushitime #comidasana #comida #comidasaludable",control,tentate probar pieza volvetar adicto sábado poner comida previo vo solo disfruta hacer pedido ebisushia
user0826,a5dbf6b619ee,"Tan triste, tan sola, con miedo de todo.   #Anorexia #Bulimia",anorexia,tanto triste tanto solo miedo
user0827,0fcb4391de3e,La gente juzga porque cuando se miran al espejo no ven lo mismo que nosotros #proana #promia,anorexia,gente juzgar miran espejo ver mismo
user0828,b839fd0fae1e,Rico aroma a galletas,control,rico aroma galleta
user0829,c016e9275cb5,Mañana lunes de ayuno,anorexia,mañana lunes ayuno
user0830,4ed08b28f0db,"Deberían especificar que la deducción es por ""ir al nutriólogo"", yo ya me estaba emocionando y me disponía a hacer lo propio",anorexia,deber especificar deducción ir nutriólogo emocionar disponer hacer propio
user0831,69eff23748d2,"Prefiero estar en mi pieza haciendo ejercicio y la tarea, antes que bajar y que me obliguen a comer  #MasAnorexiaMenosGordas",anorexia,preferir pieza hacer ejercicio tareo bajar obliguir comer
user0832,ab879e0c6057,"Peso Muerto Sumo
Peso Muerto
Peso Muerto con #TrapBar
Y Sentadilla para finalizar el entrenamiento de hoy.
#Entrenamiento #Fuerza #Salud  #SobrePeso #Obesidad #Embarazo #PostParto… https://www.instagram.com/p/BvNOupkhheT/?utm_source=ig_twitter_share&igshid=1aae4rzs52jr4 …",control,peso muerto sumo peso muerto peso muerto sentadilla finalizar entrenamiento hoy
user0833,8bfc945f3dce,"Cuáles son tus metas? 
#gymmotivation #gymtime  #FitnessGoals #Motivacion #Motivation #Gimnasia #love #fit #gymnastics",control,cuál meta
user0834,a11ed48b6b05,Eres tu Tu salvación No todo db ser odio&tristeza Solo se vive 1vez y no quiero perderme d mi propia vida,anorexia,salvación db ser odiotristeza solo vivir vez querer perder yo d propio vida
user0835,1d8542b69cbf,"Recetas sanas: Cupcakes de coco sin gluten, azúcar ni lactosa

https://bit.ly/2pJVER5 

#comidasaludable  #recetas #cupcakes #healthyfood #healthyrecipes",control,receta sano cupcakes coco glutir azúcar lactós
user0836,4f9eaf2ace64,"La #Tecnología portátil se incorpora con mayor fuerza a la #industria del  , al punto que algunos la consideran un elemento que diferencia el éxito del fracaso.
https://www.wellnessdestiny.org/tecnologia-portatil-fitness/ …
#Gym #Gimnasio @Wellness #Bienestar #Spa #Apps #Aplicaciones",control,portátil incorporo mayor fuerza punto considerar elemento diferenciar éxito fracaso wellness
user0837,2a232c7fac35,La anorexia nerviosa (Infografía) http://psicopedia.org/2149/la-anorexia-nerviosa-infografia/ … #psicologia #anorexia,control,anorexia nervioso infografía
user0838,7a5633b1e03a,"a este paso voy a morir por gorda 
  #bulimia #bulimianervosa #bulimic #bulimicgirl #anorexia #anorexiaeetclub #anorexiarecovery #anorexic #tca #eatingdisorder #gordadescarada #proana #promia",anorexia,paso ir morir gordo
user0839,88035ce766e1,"Aún estás a tiempo de cumplir tus propósitos e ir al #gym, únicamente trabajando una hora diaria verás los resultados.
En Performa tienen las mejores instalaciones y entrenadores transformarte. 
Más info: 722 342 1334
#MiQuiosco #ProveedoresMiQuiosco #Toluca",control,aún tiempo cumplir propósito ir únicamente trabajar hora diario verá resultado performar mejor instalación entrenador transformarte info
user0840,31406db19343,¡NO COMER ES MI PLACER!,anorexia,comer placer
user0841,1a63c04dde58,Cuando ves como estabas en el pasado y te das cuenta q aumentaste en ves de bajar #sad #skinny #thinspo #body,anorexia,ver pasado das cuenta q aumentaste ves bajar
user0842,0b5c6bde9091,Feo? Feo es comer y engordar   #PrincesasDeCristal,anorexia,feo feo comer engordar
user0843,b6641d75e4d7,"Puedes ser la mujer más delgada del mundo pero si tienes poca o nula confianza en ti te verás igual de miserable. Por favor, quiéranse para que los demás noten esa autoestima y puedan ver lo increíbles que son. Si necesitan alguien con quien hablar pueden mandarme dm.",control,poder ser mujer delgado mundo si poco nulo confianza verá igual miserable favor quiéranse demá notar autoestima poder ver increíbl si necesitar alguien hablar poder mandarme dm
user0844,fde3a0e7f58f,"Qué me decís de la pedazo de recetaza que os traemos hoy? Muchísimas gracias a healthyfit por dejarnosla en la web 
 #nutricion ing #comida  #receta #saludable #calamares #foodporn #recetassanas #healthy #FelizFinde",control,decís pedazo recetazar traemos hoy muchísimo gracias healthyfit dejarnoslar web ing
user0845,77b93ec9cccf,"Mi estomago ruge, por no haber comido nada. Pero aunque siga quejándose ¡No comeré! >:c
 #Comida",anorexia,estomago ruge haber comer aunque seguir quejar él comeré c
user0846,42c72b0985f5,Cada vez me alegro mas de que  esten conmigo. Hoy para comer unas 300kcal poco a poco. Ahora quemare 800kcal con los ejercicios,anorexia,cada vez alegrar mas estir conmigo hoy comer uno kcal ahora quemare kcal ejercicio
user0847,de5d58dbf90e,"Cambios.
Que no te digan que no eres capaz.",control,cambio decir capaz
user0848,9c5a4a4e484a,Un día casual de entrenamiento  #darkroomapp #ejercicio  #gym #salud #fit #deporte #n #entrenamiento #vidasana #motivacion #workout #saludable #nutricion #gimnasio #motivation… https://www.instagram.com/p/BvIoTLhAV1b/?utm_source=ig_twitter_share&igshid=2kbchv4q8xp1 …,control,día casual entrenamiento
user0849,8551acc1c497,"¡Buenos días, príncipes!
¿Habéis pensado empezar a hacer ejercicio pero tampoco mucho? Esto es lo mínimo que te servirá de algo 
http://bit.ly/2VTsUDi 
 #esquire #gaymadrid #saunagay #felizjueves",control,buen día príncipe pensado empezar hacer ejercicio tampoco mínimo servir
user0850,c6ff8afc9dbd,"Muchos más sanos los donuts, donde va a parar",control,sano donut ir parar
user0851,9f25ab127a76,"Vamos bien, sin comer y a agua, a ver si me dura cuando llegue a mí casa... #ana #mia  #anorexia #bulimia #proana #promia",anorexia,ir bien comer agua ver si duro llegar casa
user0852,9163f0ddbb61,¡Y que arranquen los juegos del hambre! (también conocidos como la dieta culpas post festividades)  #apuralechuga #detox,anorexia,arrancar juegos hambre conocido dietar culpa post festividad
user0853,bbe01ccb54b2,#bajardepeso  Receta de pastel de carne con patatas,control,receta pastel carnir patata
user0854,03207d160faa,"Aunque tus pretensiones no sean la musculación, sino simplemente mantenerte en un estado saludable, tienes que empezar a hacer ejercicio de una forma planificada y con expectativas reales.

#Deporte  #Nutriciondeportiva",control,aunque pretensión musculación sino simplemente mantenerte saludable empezar hacer ejercicio formar planificado expectativa real
user0855,367f6a22f9a3,"Empuje Vertical Unilateral con #Landmine más Banda Elástica 3x8
#Entrenamiento #Fuerza #Salud  #SobrePeso #Obesidad #Embarazo #PostParto #AdultosMayores #EntrenadorPersonal en San… https://www.instagram.com/p/BvUwl8pBvJt/?utm_source=ig_twitter_share&igshid=ibscii28b1wp …",control,empuje vertical unilateral banda elástico x san
user0856,401e4f2028dc,"Después que mi mama me dijo que estaba envuelta en una capa de grasa no quiero ni salir al mundo, Cómo me verán ellos?",anorexia,después mama decir envuelta capa grasa querer salir mundo cómo ver
user0857,58f2bafb5c80,"Wok de solomillo de cerdo , nuggles de arroz y verduras con soja #wok #comidaoriental #nuddles #solomillo #comidasana #comida #food #foodporn #foodphotography  #buenacena https://www.instagram.com/p/Bt1lOnuFAxx/?utm_source=ig_twitter_share&igshid=1p1mad7ppr9o5 …",control,wok solomillo cerdo nuggl arroz verdura sojo
user0858,14f8efdaa4bd,"Ya estoy cansada de escuchar esas voces de Ana y Mia, ellas nunca me dejaran en paz  #anamia #skinnyplease",anorexia,cansado escuchar voz án mia nunca dejar paz
user0859,9d7703421f73,"fue una semana de mierda, pero no me siento tan mal. ESTA VEZ NO VOY A CAER #PROANA #SKINNY",anorexia,semana mierdo sentir tanto mal vez ir caer
user0860,3397ab7d10cb,Estoy pesando menos que nunca #sohappy  ahre,anorexia,pesar menos nunca ahrir
user0861,8e9ea1df1fbc,"¿Cuáles son los beneficios de la dieta mediterránea? https://goo.gl/ZbRXch    https://goo.gl/yGpKXn   
#FelizMiércoles",control,cuál beneficio dietar mediterráneo
user0862,0e4c1a1c73d5,Otro día más para entrenar duro y conseguir el físico de los culturistas. Allá voy.,control,día entrenar duro conseguir físico culturista allá ir
user0863,e2f6b51d9f62,"Mastico, escupo, no trago ...  http://ow.ly/yRLhj  #anorexia #bulimia  #dietas",anorexia,mastico escupo trago
user0864,aff126f05b37,Necesito cinco chicas DECIDIDAS a bajar de peso así hago un grupo en wpp para ayudarlas con algo,anorexia,necesitar cinco chica decidido bajar peso así hacer grupo wpp ayudarla
user0865,cce7f9e1e6f2,Tengo 24 horas sin algo en el estómago,anorexia,hora estómago
user0866,b310f893896f,"Siento que no me merezco un novio hasta que no llegue a mi meta, puede ser una distracción",anorexia,sentir merezco novio llegar meta poder ser distracción
user0867,aabad919d9cf,"Después de tanto esfuerzo, tanto con ANA Y MIA, tantas arcadas, tantos atracones, Sigo escuchando la misma palabra de siempre  #sue",anorexia,después esfuerzo ana miar tanto arcada tanto atracón seguir escuchar mismo palabra siempre
user0868,cd6d2d396c09,Quiero ser así de hermosa #Ana #Mia,anorexia,querer ser así hermoso
user0869,cb6a9c77b7f5,"( me lo comi todo , pero aquella voz me decia : ""maldita , que hiciste ? "" )",anorexia,comi aquel voz decia maldito hiciste
user0870,6c9f2a6ab778,Momento en el que quieres mandar a la mierda todo y ves que nada de lo que haces sirve pero te pesas y te das cuenta de que has bajado 3 kg... 3 FUCKING kilos.  #ana #mia #proana #promia #TCA  #anorexia #bulimia,anorexia,momento querer mandar mierda ves haz servir pesa da contar bajado kg fucking kilo
user0871,4af3ed4b24f7,Se que odias con dolor que tu cuerpo sea así.,anorexia,odia dolor cuerpo así
user0872,e40646ff179a,Gracias a todos por el soporte. Cada día nos hacemos mas fuertes!  #stoned #coldprince   #proana #promia #anorexia #bulimia,anorexia,gracias sopor tú cada día hacer mas fuerte
user0873,1451543cdef8,"Una forma eficaz 100% de clasificar un alimento en saludable o no saludable, se lo da entre otras cosas, su nivel de procesamiento, que en la mayoría de ocasiones se ignora o se pasa por alto. Este tipo de alimentos, es al que llamamos",control,forma eficaz clasificar alimento saludable saludable dar cosa nivel procesamiento mayoer ocasión ignoro pasar alto tipo alimento llamar
user0874,5b586059deb3,"¿cuánto cuesta tener un buen cuerpo?
 #bulimicgirl #anorexic #bulimic #bulimia",anorexia,cuánto costar tener buen cuerpo
user0875,f5e4b27f0205,Q hartura tanto aguacate y avena mira q dan murga eh! Tanto hashtag con  #healthlife etc. Qué se coman un sobao( que lo harán pero eso no da likes)  como todo hijo de vecino y se dejen de mierda,control,q harturar aguacatar avén mira q dar murga eh hashtag etc comar sobao hacer dar likes hijo vecino dejar mierda
user0876,f57e4b624789,Mi metabolismo es una mierda. En un dia puedo engordar hasta 2 kilos y perder mi esfuerzo de una semana! #anorexia  #depression,anorexia,metabolismo mierdo diar poder engordar kilo perder esfuerzo semana
user0877,7e46def88f9d,Que los huesos definan tu perfección,anorexia,hueso definar perfección
user0878,b00cbda3ac4e,"ODIO MI VIDA, ODIO MI CUERPO,  15 días de ayuno para solo bajar 3 kilos, solo quiero mandar todo a la mierda.
#RexyBill",anorexia,odio vida odio cuerpo día ayuno solo bajar kilo solo querer mandar mierda
user0879,7358387982b3,"Sí ya se que no sirvo para vomitar, porque MIERDA SIGO TOMANDOLO CON OPCIÓN, SOY UNA COJUDA.",anorexia,servir vomitar mierda sigo tomandolo opción cojudo
user0880,83c50ca4e8b2,"Te imaginas despertarte un día y tener autoestima, una linda cara y 20 kilos menos, porque yo me lo vivo imaginando #ana #mia  #anorexia #bulimia #proana #promia",anorexia,imagina despertartir día tener autoestima lindo cara kilo menos vivo imaginar
user0881,ac3b1c374138,cuando siento que he fracasado por haver comido solo me tomo 20 laxantes de jalon y se me pasa,anorexia,sentir fracasado haver comido solo tomo laxant jalon pasar
user0882,44876892fcec,"Sólo sopa, gelatina, agua, té de sen y vitaminas  #ForeverGorda",anorexia,sólo sopa gelatín agua té sen vitamina
user0883,3a1173e4c1c4,"Todos pertenecemos a grupos. Es inevitable y está bien que sea así. 
Pero el arraigo que algunos experimentan hacia cierta clase de grupos (como lo que ocurre en el ) no me parece algo bueno.",control,pertenecer grupo inevitable bien así arraigar experimentar hacia cierto clase grupo ocurrir parecer bueno
user0884,c08ffc9155f4,"Hamburguesa sin pan ni carne molida 
•Tapa de portobello
•Cama de espinacas 
•Rebanadas de tomate 
•Capsut (sin azúcar) 
•Carne de atún para hamburguesa casera
•Mostazs dijon 
 #healthy",control,hamburguesa pan carne molido tapa portobello cama espinaca rebanada tomatir capsut azúcar carne atún hamburguesa caserar mostazs dijon
user0885,0e96ad103332,"Sólo quiero llegar a mi casa a comer csm, no puedo más con esta hambre. Pero el hambre es belleza entrando a tu cuerpo",anorexia,sólo querer llegar casa comer csm poder hambrir hambre belleza entrar cuerpo
user0886,4f54f240ced5,#Thinspo de tarde de miércoles.  #Skinny #Thinspiration,anorexia,tarde miércoles
user0887,4dbef9b7e37b,#MiMejorAmigaSiempre esta presente antes de querer comer y después. #fat  #anafat #likeacow #gorda #40kg #veryfat,anorexia,presente querer comer después
user0888,1b8d1abfb873,"Y ya vemos por donde van los tiros: Te enseño continuamente aberraciones contra el paladar (y tu insulina) y luego te digo lo buenísimo que es este tratamiento de belleza. OJO,  no tengo nada contra ninguna de las dos cosas, pero es que este caso... ¡En fin!",control,ver ir tiro enseño continuamente aberración paladar insulina luego decir buenísimo tratamiento bellezar ojo ninguno dos cosa caso fin
user0889,43c3228767bc,"It’s Your Lucky Day .
Nosotros estaremos, para poder ofrecerte lo más 
Quedan 14 días para
 #FIBO2019 donde se verán las principales novedades de la la feria más grande del mundo para , #bienestar y #salud
Sera del 4 al 7 de abril de 2019 en Alemania (Colonia)",control,it s your lucky day poder ofrecerte quedar día ver principal novedad ferio grande mundo sero abril alemania colonia
user0890,054897b633fe,Tengo mi pulserita de #Ana Esta algo grande pero me hace sentir bien  Ana es la Roja y Mia es la lilita,anorexia,pulserita grande hacer sentir bien án rojo mia lilitar
user0891,683bca294b08,Quiero ser anorexica chingado,anorexia,querer ser anorexico chingado
user0892,116dbd3b7b7d,6 tips para no tirar la toalla con el ejercicio - Fabi Maravilla https://wp.me/p5LYMP-167  via @mamimaravilla #ejercicio  #adelgazar,control,tip tirar toalla ejercicio fabi maravilla via mamimaravilla
user0893,0d3860287cc5,"Con esta receta de #cuscús, nos sumamos a la campaña de sensibilización contra el cáncer de mama.
Recuerda que la mejor lucha es un diagnóstico precoz.
http://aligerando.com/recipes/cuscus-con-remolacha-y-calabacin/ …
#Remolacha #Calabacín #Saludable #Healthy   #Food #Recipe #Realfooding #SinLactosa",control,receta sumar campaña sensibilización cáncer mama recordar mejor lucha diagnóstico precoz
user0894,e6e538b8dea4,"Comenzamos la mañana Bailando

#conamigos #conamigosesmejor #vamosportodo #vidaactiva #vidafit #sumatealdesafio #contagiafelicidad #mejorversión #pesoideal  #FitMotivacion… https://www.instagram.com/p/BvEv4gBgKQz/?utm_source=ig_twitter_share&igshid=1coki5u0q7npc …",control,comenzar mañana bailar
user0895,262f5e2432bb,Menudo pre-entreno guapo me he pillado,control,menudo preentreno guapo pillado
user0896,ee1cabf8d91e,Ahora que lo pienso .. si haces medio-ayuno podes perder hasta 6 o 7 kilos por mes O más dependiendo si haces ejercicio #nomasgorda,anorexia,ahora pensar si hacer medioayuno pod perder kilo mes depender si hacer ejercicio
user0897,a5661f52ab1e,"me odio, me odio, me odio, mil veces me odio.",anorexia,odio odio odio mil vez odar
user0898,4b7a89cfa8d5,"CLIMA PERFECTO + COMPAÑIA PERFECTA =  @BICUNI #TacosGuapos #Querétaro #Mixología #CentroSur #Bicuni
.
.
.
#TacoWorkshop #TacoRevolution #Queretaro #Mixología  #foodiemx #gastronomiamx",control,clima perfecto compañia perfecto bicuni
user0899,ed3932295d9d,Amigas hoy les traigo un nuevo descubrimiento  que consiste en tomar un té antes antes de dormir y neta amarán el efecto laxante je,anorexia,amiga hoy traigo nuevo descubrimiento consistir tomar té dormir neta amar efecto laxante je
user0900,b026bc2d3160,"Empanada rellena de carne. 
Típica argentina. 
#tentempie  #realfooder #somosloquecomemos #ricoysano #noesdieta #hungry #yummy #instadelicious #delicious #foodtruck #instaeat #gourmet #instafood #tasty #foodie #foodblog #onthetable #foodpics #empanada",control,empanada relleno carne típico argentino
user0901,71fb12a221ca,"Avena, un ingrediente saludable por definición

http://ow.ly/9EV130nd387 

#cocinafacil #comersano #healthyfood #foodporn #food #foodie #foodgasm #cdmx #mexico #elhornodelucas #lovecooking  #instafood #recetasrapidas #recipe #recipes #recetas #comidamexicana #mexicanfood",control,avena ingrediente saludable definición
user0902,a5b21cebb380,"Maldita gorda deja de comer. 

#analimia
#gordabulimica",anorexia,maldito gordo dejar comer
user0903,161ff252ce0e,"Hoy mi marido se ha currado una barbacoa
#lowcarbdiet #alimentacionsaludable #barbaque #dieta #adelgazar  #carnaca https://www.instagram.com/p/BoJjcRXH20e/?utm_source=ig_twitter_share&igshid=16ws5ns1dlwnh …",control,hoy marido currado barbacoa
user0904,773bf791f6a8,Un desayuno completo a base de vitaminas es la mejor forma de empezar el día y salir a entrenar. En nuestro blog podrás encontrar consejos nutricionales para todo tipo de deportistashttps://www.justpodium.com/nutricion-deportiva-dietas-consejos … #nutricion #deporte #salud #alimentación  #dieta #suplemento,control,desayuno completo base vitamina mejor forma empezar día salir entrenar blog podrás encontrar consejo nutricional tipo deportista
user0905,9.00015E+11,✞La resignacion es el suicidio cotidiano✞#anorexia  #bulimia,anorexia,resignacion suicidio cotidiano
user0906,9d7a82c8d81c,"cuando uno junta un tupper de quinoa española con verduras del congelador con restos de la comida y la cena de ayer  verduras con cosas 

#menjarsaludable  #eatrealfood #veggie #vegan",control,juntar tupper quinoo español verdura congelador resto comida cenar ayer verdura cosa
user0907,d0a28cc11489,"no sé si soy humana o una foca 
  #bulimia #bulimic #bulimicgirl #bulimianervosa #anorexia #anorexic #anorexiaeetclub #tca #ED #proana #promia",anorexia,saber si humano foco
user0908,e950670d1e85,Si ley mordaza pero no leyes para cerrar webs que inducen a la #anorexia? #proana #promia  http://ow.ly/I2RZ0,control,si ley mordazar ley cerrar webs inducir
user0909,cc812b44713f,"Séptimo día de ayuno iniciado, no puedo cree que he llegado hasta aquí que  emoción.
#RexyBill",anorexia,séptimo día ayuno iniciado poder creer llegado aquí emoción
user0910,ac59659dff92,"Calabaza, berenjena, cebolla, chirivía y pollo guisados en la olla rápida.
Con agua de más y así hago caldo se pollo y verduras para otro día.
  er ing #planificacion https://ift.tt/2IxR2G6",control,calabaza berenjena cebollo chirivir pollo guisado ollar rápido agua así hacer caldo pollo verdura día er ing
user0911,ce6b6d5cd5b1,Los Suplementos de Creatina https://buff.ly/2FaxvdA  #MarianyMata,control,suplemento creatín
user0912,2d32c6343df8,Eso   gracias por enviar a los #deportistas  al inframundo así se les baja un poco los humos,control,gracias enviar inframundo así bajo humo
user0913,f5c734ff276c,"¡Ahora si, a desayunar! #running #runner  https://www.instagram.com/p/BvHUZfelVWV/?utm_source=ig_twitter_share&igshid=af3v8yksjz4m …",control,ahora si desayunar
user0914,e542c0288b03,Yo también quiero mostrar mi cuerpo  pero la señora de las #quesadillas cada vez hace más sabrosa la #Salsa,control,querer mostrar cuerpo señora cada vez hacer sabroso
user0915,0418fbead4af,"Estamos en Certificación de POWER!

#POWER #RadicalFitness #BeRadical",control,certificación power
user0916,b5983e183995,"""Tengo miedo de ser yo, de ser un yo sin el trastorno"" - Testimonio #anorexia http://ow.ly/yMge9  #bulimia  #dietas #belleza",anorexia,miedo ser ser trastorno testimonio
user0917,d4606b14e73f,Ayer en todo el día lo único que comí fue una sopa con fideos y hoy fideos con queso #princess  #absurdah ahre,anorexia,ayer día único comí sopa fideo hoy fideo queso ahre
user0918,cd8dfb27424a,"La buena nutrición es la madre de todas las medicinas

#comerlimpio #healthy #comerconciente   #perdergrasa #perderpeso #comidasana #nutricionista #medicos #medicina… https://www.instagram.com/p/Btj-GEsBgcR/?utm_source=ig_twitter_share&igshid=1owi4jyp3qrz4 …",control,buen nutrición madrir todo medicina
user0919,1b9fa919fcaf,Un músculo fuerte es tu seguro de vida frente dolores de todo tipo. Si quieres cambiar tu cuerpo empieza por cambiar tu mente! #ponteenforma #estilodevida er  #lifestyle #salamanca,control,músculo fuerte seguro vidar frente dolor tipo si querer cambiar cuerpo empezar cambiar mente er
user0920,34a8d102b907,Nadie entiende la sensación de logro cada vez que la aguja en la balanza baja más y más.  #Anorexia #Bulimia,anorexia,nadie entender sensación logro cada vez aguja balanza bajo
user0921,3.46E+16,"No soy rara, mi realidad es diferente",anorexia,raro realidad diferente
