class,tweet_id,tweet_text_clean,word2vec_0,word2vec_1,word2vec_2,word2vec_3,word2vec_4,word2vec_5,word2vec_6,word2vec_7,word2vec_8,word2vec_9,word2vec_10,word2vec_11,word2vec_12,word2vec_13,word2vec_14,word2vec_15,word2vec_16,word2vec_17,word2vec_18,word2vec_19,word2vec_20,word2vec_21,word2vec_22,word2vec_23,word2vec_24,word2vec_25,word2vec_26,word2vec_27,word2vec_28,word2vec_29,word2vec_30,word2vec_31,word2vec_32,word2vec_33,word2vec_34,word2vec_35,word2vec_36,word2vec_37,word2vec_38,word2vec_39,word2vec_40,word2vec_41,word2vec_42,word2vec_43,word2vec_44,word2vec_45,word2vec_46,word2vec_47,word2vec_48,word2vec_49
control,773bf791f6a8,desayun complet bas vitamin mejor form empez dia sal entren blog podras encontr consej nutricional tip deport,-0.2598334,-0.63123095,0.34041244,0.012719133,0.069524586,-0.2734882,0.5650637,0.35745272,-1.1385617,-0.50671124,-0.4107297,-0.17091882,0.5243241,-0.14233509,-0.37724748,0.43991905,0.40688166,0.19263393,-0.90817803,0.06300612,-0.2318574,-0.073506355,0.7418293,0.17801563,0.05691901,0.43405792,-0.32094815,-0.45503435,0.17429194,0.23985602,0.38080418,-0.32789642,-0.19054914,0.075434126,-0.14754231,1.0316368,0.3167576,0.26246047,0.030910412,-0.49998257,0.98724544,-0.4571293,-0.13936508,-0.09016912,0.94167185,-0.17580898,0.31490874,-0.92462707,0.3727763,0.3230661
anorexia,9.00015E+11,resign suicidi cotidian,0.07590842,-0.04820897,-0.04108382,0.05865005,0.10303656,-0.13665631,0.10372281,0.33709368,-0.08810604,0.15683793,0.13167958,-0.25059614,-0.18205893,0.03699146,-0.20577978,-0.16015513,-0.010408711,-0.18271625,-0.12444142,0.025672777,-0.018072665,0.11485974,0.23962905,-0.1952277,0.11334386,-0.2528946,-0.30894697,-0.25028393,-0.23910974,-0.18142849,0.10567784,0.22564602,0.061997663,0.28515348,0.006697713,0.17495103,-0.1485165,0.030890243,-0.047747537,-0.05704828,0.18413465,0.04142301,0.14228995,0.1277047,0.10880361,0.11008566,-0.16262525,-0.081235334,-0.07971693,0.2419113
control,9d7a82c8d81c,junt tupp quino español verdur congel rest com cen ayer verdur cos,-0.069121085,-0.73762125,-0.051817138,-0.49975446,-0.2817935,-0.41125372,0.7227602,0.47156665,-0.91812754,-0.21149056,-0.013975148,-0.52913785,0.64120644,0.8177652,-0.48017526,0.44104037,1.1618218,0.045188542,-0.74008495,0.49862728,0.06744386,0.40686205,0.026913894,-0.8093404,0.22834204,-0.17586082,-0.12527673,0.06598946,-0.24171518,-0.5108389,-0.2216969,-0.24005951,-0.13107632,0.35415843,0.28217086,1.0737066,0.6687595,-0.45825085,-0.07326511,-0.8205562,0.25835332,0.29125237,0.4174348,-0.0866274,0.29792163,0.6862631,-0.087481715,-0.046680495,0.4686204,0.21222423
anorexia,d0a28cc11489,se si human foc,0.0007392764,0.19750166,-0.66246,0.16742377,-0.13443097,-0.5435232,0.8914279,0.4468155,0.027298845,0.32528812,0.62443656,-0.1755083,0.58435297,0.026282268,-0.34694234,0.59050983,-0.07976663,0.10477396,-0.6560088,-0.5481847,0.30424318,0.30183357,0.91871303,-0.6392025,0.042191908,-0.039770268,-0.16019505,0.22286701,-0.35079458,-0.59722763,0.655501,-0.2012043,0.09817127,-0.11874984,-0.28727442,-0.2867326,0.26240948,-0.084113784,0.32124457,-0.7632282,0.08777181,-0.51546997,0.22258234,-0.22943279,0.42823762,0.5906629,-0.3970374,-0.3384714,-0.22180985,0.5030853
control,e950670d1e85,si ley mordaz ley cerr webs induc,-0.656514,0.30258697,-0.4139398,0.3776956,-0.081061296,0.25811207,0.079012886,0.5822061,0.28155285,0.36892208,0.3442983,-0.5670244,0.31294134,-0.3406596,-0.67822176,-0.23495243,-0.7068276,0.12179846,-0.5104736,-0.46552733,0.22770508,0.45952776,0.2833668,-0.49607363,0.099299535,0.18861794,-0.46777385,-0.1262894,-0.629044,-0.34577823,0.7682329,-0.5009828,-0.13305143,0.31310084,-0.36876485,0.15530623,-0.22774039,-0.029318051,-0.18646373,-0.79789704,0.30215403,0.073168576,0.13842098,-0.21822093,1.1280669,1.0761112,-0.4056046,-0.98631954,0.6064089,0.7272983
anorexia,cc812b44713f,septim dia ayun inici pued cre lleg aqu emocion,-0.12941723,0.17472406,-0.33297533,0.3700493,0.4551596,-0.014886429,0.6029501,0.6359952,-0.34692907,-0.8795162,-0.37629777,-0.70455706,0.1742175,0.06624481,-0.40895626,-0.28651744,0.5084029,0.09399834,-0.85534304,-0.46692738,0.032678254,0.63380516,0.10414334,-0.12860277,0.59141964,0.5540997,0.3370123,-0.17336737,-0.37567803,0.15564449,0.34019578,-0.36141312,-0.49582413,-0.21654011,-0.018965853,0.39600354,0.7733332,-0.07863873,-0.23510496,-0.0804985,0.8895461,-0.4370177,0.06520789,-0.0993559,0.42838252,-0.10154205,-0.4721568,-0.47207913,0.40958074,-0.1811698
control,ac59659dff92,calabaz berenjen ceboll chiriv poll guis olla rap agu asi hag cald poll verdur dia er ing,-0.22908644,-0.7429477,-0.54664236,-0.08274653,-0.039477643,-0.4236223,0.81343937,1.1472635,-1.013256,-0.34618065,0.27371404,-0.17820726,0.83343047,0.07422184,0.055049866,0.31530693,0.8603745,0.03009509,-1.1118691,0.43923435,0.3674044,0.12643525,0.6510142,-0.39122856,0.7543009,-0.5255517,0.21687247,0.29220533,-0.490404,0.48706695,0.20309341,0.39288566,-0.26445153,-0.096625,0.27962917,0.84014153,0.5508769,-0.3020061,-0.25480658,-0.13546495,0.458792,0.16541867,-0.46537837,0.2380209,0.72430104,0.3911615,-0.5093741,-0.13411479,0.8276003,-0.09977969
control,ce6b6d5cd5b1,suplement creatin,-0.03572659,-0.3797769,0.49076578,0.22607347,-0.08857006,-0.062206753,0.11552857,0.4710435,-0.64448386,-0.14288019,0.23859972,-0.19626096,0.21675971,-0.031723324,-0.43799052,0.52925515,0.50544155,0.068493664,0.2932462,0.09144245,-0.028854,0.6400146,0.32934505,0.07671895,0.07717118,0.038898394,-0.59219074,-0.09997462,-0.5299728,0.054530084,0.10158011,-0.3539222,-0.0053995373,0.16392185,0.13682345,0.15653709,-0.22978856,-0.4293276,-0.26817,-0.7414809,0.69638896,-0.67920274,0.24190612,0.2968521,0.16170639,-0.049910784,-0.36322418,-0.3512215,-0.23360445,0.53193974
control,2d32c6343df8,graci envi inframund asi baj hum,0.06782292,-0.3736192,-0.49984848,0.119733654,-0.5820394,-1.2299613,0.5976406,0.22547078,-0.7333646,0.06711254,0.29659587,-0.87335056,0.3491943,0.34111968,-0.66111356,0.21393919,0.39642596,0.5344407,-0.4278399,0.23787539,0.1870175,0.1539642,0.7079436,-0.13219644,-0.1098749,1.0182211,0.20094778,0.42835128,-0.317385,0.13156739,0.5779465,-0.18074398,0.3855419,-0.1297592,-0.08008879,0.31487682,-0.13807033,-0.34760162,-0.002684695,0.030023485,0.90162545,-0.1224617,0.19056164,0.47092864,0.38299835,0.20289122,0.6826546,-0.5334478,0.36965728,0.105552696
control,f5c734ff276c,ahor si desayun,-0.30700374,0.25041994,-0.7062903,-0.55356693,-0.3094945,0.45255983,0.40529847,0.16580454,-1.1774322,-0.0792886,0.27105474,-0.7014654,0.2687396,-0.3459874,-0.5953667,0.4950322,0.100945055,0.40705672,-0.6992686,-0.06503115,-0.15133989,-0.36727786,0.048287254,0.08169305,0.40346822,-0.10598569,0.16164039,0.21632832,-0.59245914,0.11785176,-0.29409412,-0.5155696,-0.116868876,0.34701964,-0.2940912,0.6794696,1.0051016,-0.27787676,-0.43438467,-0.44306365,0.5644316,-0.7174247,-0.09994513,-0.06964409,0.44177774,-0.14838435,-0.6420063,-0.16107833,0.37773946,0.29314178
control,e542c0288b03,quier mostr cuerp señor cad vez hac sabros,0.04561218,-0.31558126,-0.43560857,-0.32096666,-0.12816541,-0.20810062,0.2783162,0.41559356,-0.36467794,-0.083981544,-0.44814175,-0.46697435,0.58367306,-0.025453407,-0.24389854,0.56273735,0.19599083,-0.22765338,-0.6201239,-0.0794234,0.06405197,0.33344752,0.84441775,0.4629286,0.13767083,0.6465033,0.011948599,-0.37827638,-0.3974201,-0.167394,-0.59761477,0.023590706,-0.20665804,0.09816481,-0.5612872,0.21828105,0.3530529,-0.2851951,-0.11706081,-0.55599844,0.52796686,-0.18076557,0.3608452,0.0035654493,0.92947793,-0.07426209,0.32915503,-0.07362518,-0.02409064,0.11202085
control,0418fbead4af,certif pow,-0.117014974,0.0807229,0.19132009,0.14799865,0.039665066,-0.024618426,0.15869771,0.71564436,-0.9484695,-0.52406466,-0.053451028,-0.44006735,0.11583461,-0.03585017,0.015643483,-0.29459304,0.48134106,-0.059916884,-0.87695825,-0.36290455,0.07218028,0.4421866,0.3258521,-0.14667766,0.23408946,-0.35331276,-0.5449218,-0.47163042,-0.5333493,0.15740132,-0.020464897,0.3499465,0.116772614,0.34708935,-0.06419287,0.9633857,0.23458818,0.27448702,-0.45137116,-0.36156654,0.45958558,-0.1180592,-0.41622698,-0.07210131,-0.6194775,-0.0564789,-0.69983816,0.04941698,-0.3608695,-0.0525655
anorexia,b5983e183995,mied ser ser trastorn testimoni,-0.18735084,0.0067427633,-0.23078617,0.09863183,-0.076881036,-0.22431573,-0.09102621,0.8666466,-0.34122187,-0.12630472,0.059922773,-0.88614005,0.011202753,0.51267177,-0.752824,0.94211423,-0.22927971,0.7179836,0.029422516,-0.17935297,0.31282908,-0.41326278,0.36136237,0.02471668,0.40615883,0.47310477,-0.18587196,0.01863103,-0.9317557,0.48943782,-0.016634678,0.17726868,-0.2259517,0.24631694,-0.25576133,0.089317404,0.11786111,0.33381474,-0.22433934,-0.18690142,0.2661135,-0.10705493,-0.2784317,0.124366045,1.5417883,-0.11002473,0.057158817,-0.94677055,-0.15107547,-0.09119939
anorexia,d4606b14e73f,ayer dia unic com sop fide hoy fide ques ahre,0.19933511,-0.8141074,0.2839865,-0.506132,-0.15427996,-0.8760996,0.08170472,0.56200004,-0.3116955,-0.39195126,-0.22614887,-0.72142637,0.4245367,0.66239905,-0.8777378,0.3913413,0.66865766,0.06855917,-0.9613892,-0.26723462,0.09197185,-0.0064295754,0.48731598,-0.6821946,0.09638469,0.18142363,0.018217115,0.43749094,-0.5862127,-0.32210532,-0.2967104,0.09591285,-0.10274156,-0.25592828,0.23619509,1.0298377,0.37603945,0.42215377,-0.12333526,-0.3848365,0.6664927,0.36561155,0.08598351,0.0780935,0.16853139,-0.055985473,0.05696538,0.16561735,0.28685817,-0.13398524
control,cd8dfb27424a,buen nutricion madr tod medicin,-0.69240075,0.17718968,-0.17821197,0.25582844,-0.17290646,-0.15754627,0.22489934,0.89481175,-0.92036504,0.045280635,-0.45405737,-0.5236391,0.25352615,-0.24854274,-0.25299114,0.26488423,-0.38443595,0.07003201,-1.2310008,0.22202857,0.34743282,0.6697685,0.8934271,0.6593044,0.2175558,0.7626943,-0.507456,0.67318976,-0.09784719,0.07300116,0.14075628,0.14805332,-0.089516334,0.20043881,0.10499146,0.7030087,0.39997447,0.08896962,-1.0617702,-0.9654969,0.3995409,0.07645126,0.37577403,0.40606776,0.078409076,-0.33804584,0.079868555,-0.22394738,0.42468172,-0.48089266
control,1b9fa919fcaf,muscul fuert segur vid frent dolor tip si quier cambi cuerp empiez cambi ment er,-0.43303856,-0.37198558,-0.23059016,-0.24110718,0.28318423,-0.18623616,0.6776351,0.9699543,-0.33740357,0.11008907,-0.2691002,-0.7034382,0.8740558,-0.025855428,-0.46354547,0.14758164,0.21247177,0.27158242,-0.34592757,-0.42358622,0.15457225,0.24868219,0.81731105,0.11515133,0.30410278,0.1573393,-0.21723013,-0.24057126,-0.45607424,0.15384151,0.05256688,-0.23531906,-0.18776646,-0.14041951,-0.7015771,-0.21686603,0.23306936,-0.09306515,0.011569975,-0.59029996,0.60011333,-0.71989924,-0.6449089,-0.5817681,0.57406044,0.5729322,0.573103,-0.7804162,0.4337364,0.26275474
anorexia,34a8d102b907,nadi entiend sensacion logr cad vez aguj balanz baj,-0.13129704,0.08620638,-0.7983723,0.05127375,-0.3280857,-1.0337234,0.339697,0.2961027,-0.41558993,0.054952327,0.146846,-0.52821815,0.64187574,0.46094048,-0.45774254,0.5725492,0.40530273,0.15725508,-0.7628587,-0.4580732,0.39999872,0.35950434,0.41213334,0.30448633,0.3341541,0.6994171,0.69373596,-0.049315557,-0.9888419,-0.42391753,-0.64952374,-0.21923968,-0.23693024,0.13746555,-0.6402638,-0.0065314304,0.7529845,-0.33541453,0.20017444,-0.32825002,0.786885,0.36088356,0.008696258,0.25590217,1.0996909,-0.008090562,0.19820094,-0.30190054,-0.17072098,0.18023859
anorexia,3.46E+16,rar realid diferent,-0.4637568,-0.09996989,0.16437598,0.11180834,0.8636815,-0.31238353,0.0602234,0.58051085,-0.43931136,-1.0904734,-0.33026385,-1.3659827,-0.21353443,0.069772266,-0.6349848,0.32774842,0.1262766,0.9365926,-0.7910426,0.61868244,-0.57570654,-0.31449106,0.5735281,0.13176927,-0.26511273,-0.34801602,0.005954472,0.19178474,-1.1803831,-0.97793704,0.0379173,-0.6212357,0.20018582,0.01075615,-0.2668477,0.28126034,0.71661067,0.4701066,-0.09101847,-0.54681426,0.77130586,-0.53323376,-0.60662514,-0.050903562,0.7885836,0.37232605,-0.014219749,-0.15213002,0.08067795,0.4102291
control,2a3d62815d5b,baj pes vital culp concienci si hac ejercici moment quer com porqu dar pen tir basur sufr,-0.3344624,0.10958846,-0.2307702,0.3296406,0.018907316,-0.56214494,0.25838146,0.38738275,-0.58141935,-0.49776828,0.32069832,-0.42955548,0.18588096,0.19579375,0.043346953,0.5495068,0.016124498,-0.29071465,-0.18802106,-0.24416663,-0.16370587,0.40228793,1.2416949,0.3912878,0.017678365,0.6106498,-0.14082435,0.14892326,-0.70261633,0.24656498,0.5454524,-0.54617363,0.36427602,0.22791216,-0.35733163,0.25370514,0.84987134,-0.15021625,-0.42721355,-0.44346276,0.39718884,-0.080703326,0.17211393,-0.049749248,0.94559646,0.36093697,-0.07161105,-0.13371477,0.3627916,0.20892583
anorexia,117736adcb46,person padec cualqui tip trastorn relacion fisic com suel sent oprim sol socied sin propi pensamient,-0.21020111,-0.28853464,-0.1510716,0.23829935,0.59479946,-0.4389846,-0.052263904,0.58582944,-1.1401417,0.13872829,0.2508894,-1.0466866,-0.10660421,0.012993257,-1.079374,0.2587955,-0.20030558,0.17125013,-0.10943502,-0.46936858,-0.058447268,-0.28924862,0.77864575,0.48420894,0.3014906,0.792807,-0.21585265,-0.23247348,-0.4381368,-0.18318985,-0.33819067,0.04592429,-0.12795354,-0.14084491,-0.17348535,0.32899046,0.36101583,0.31169307,0.32537046,-0.69291854,0.40837622,-0.09014697,0.068626456,0.023456398,1.2373933,-0.07145474,0.63681406,-0.48723325,-0.01255933,0.2786032
control,23d974a3378b,cen ensaladitaaaa,0.4924646,0.19163518,-0.43154612,-0.42676684,-0.027284559,-0.2462362,0.62051857,0.23710611,-0.7875514,-0.39286935,0.8063389,-0.67035824,0.97017926,0.48171592,-0.177605,0.46340743,0.9947306,0.6937275,-0.800918,0.07058916,0.48958698,-0.14979577,0.2872484,-0.7158197,-0.13742328,-0.22589602,-0.09973156,-0.4137113,-0.4801466,-0.7268005,-0.07932154,0.3452554,-0.16161352,0.08079065,0.13098784,0.91293234,0.09003528,-0.46563104,0.26021415,-0.8058851,0.21623972,-0.16445965,0.39215785,-0.9707107,-0.06863699,-0.30666345,-0.12378733,0.2597982,0.40793598,-0.011657134
anorexia,6b3c4a29f699,felic dart cuent tiemp llev acordart enfermed,-0.05386156,-0.21737972,-0.13485797,0.08758993,-0.054350022,0.16689883,0.45584062,0.060459536,0.08650862,-0.2125511,-0.17371464,-1.2540407,0.59782857,0.98878485,-1.0499094,0.17483899,-0.7281576,-0.42764622,-0.30147466,-0.25492844,0.54282963,0.02606661,0.6976395,-0.2819421,0.3005285,0.6950997,0.20678608,-0.053911176,-0.96019316,-0.18370785,-0.27239397,0.32369214,0.014583707,0.14657035,0.5735165,-0.00418051,0.78804624,-0.08786924,-0.45183873,-0.6110159,2.0031142,0.7076007,-0.028121075,-0.13015969,0.75437456,0.023466038,0.11388499,-0.9114658,0.25807327,-0.34912175
control,3f2f62b64a46,entren siempr bols list ir cualqui moment olvid azuc perfect person mejor compañer,0.2637449,-0.1109627,0.19148766,-0.32473293,0.17900302,-0.247266,0.5500559,0.18694647,-1.0548266,-0.58376575,0.23237547,-0.93478656,0.015072474,-0.093593486,-0.4119188,0.021635048,0.21208856,-0.16963325,-0.99497074,-0.26111907,0.08246265,-0.44300854,0.59602726,0.1577869,0.18413812,0.9637997,0.38762462,-0.9308084,-0.19220679,0.026868353,0.26707736,0.14328076,0.08846431,0.37716138,-0.22809924,0.48672822,0.6961513,0.38700444,0.02474768,-0.6458985,1.0575533,-0.3387194,-0.30828634,-0.27400872,0.8624961,0.03543497,0.42340103,-0.8920363,0.04313845,-0.15963057
control,6b3fa6b0a978,cancion compus person amo siempr contig niñ respet,0.5105659,-0.09879528,0.29282078,-0.13867848,0.5767475,-0.23143254,0.5904722,1.2296596,-0.5678489,-0.14074022,0.4619182,-0.3253159,0.232462,0.045567237,-0.6084382,0.38021833,-0.5327965,-0.0011542216,-0.9798547,-0.46943223,-0.2625146,-0.01323951,0.6485918,-0.43093958,0.5309012,0.42960432,0.10744211,-0.39097086,-0.215478,-0.44888893,0.23042436,-0.39781985,-0.3274824,1.038821,-0.9435591,-0.09440228,0.4100284,0.13193366,0.05472841,-0.29574525,0.41357276,0.5063707,-0.29041728,-0.4143685,1.1596229,0.48547843,0.1586518,-0.84841496,0.30736136,-0.97187996
control,507f6fe112ac,si moment objet exist norm deb saltart primer com dia er,-0.20711961,0.2528396,-0.04421598,0.07317073,0.109201,0.13443643,0.43050912,0.378772,-0.66138995,-0.7437983,0.24851681,-0.12061817,0.49469316,-0.3440743,-0.5118959,0.13305642,0.12978178,-0.16890855,-0.5614731,0.25920177,0.23770183,0.16544376,0.3201912,-0.0035880045,0.7157095,0.4083768,0.08897361,-0.22377953,-0.7880444,-0.37750933,0.18326014,-0.20107378,-0.35622567,0.20853616,-0.5721989,0.3542693,0.5592514,0.10431683,-0.0149895605,-0.2023064,0.78924257,-0.3567631,-0.38523704,-0.6894493,0.90457034,0.379055,0.11151559,-0.8037748,0.68094164,0.27719566
anorexia,e83bc0c5d75f,mam hic asi,0.3823154,-0.60424477,-0.54168457,-0.23350829,-0.060199004,-0.435132,0.21113032,0.10600258,-0.8036985,-0.813684,0.49975017,-0.500807,0.029669046,0.10027242,0.2271918,0.443526,0.86623406,0.36970457,-1.3086481,-0.052796643,-0.41248548,0.18273567,1.0398587,-0.878335,0.21959497,0.2649298,-0.13978556,1.2422284,0.14213386,-0.10572169,0.59851557,-0.2976825,0.14271437,0.43678662,0.055621315,0.8169338,0.80226165,0.20853311,-0.017129203,-0.23948984,0.218845,-0.059473902,0.104281165,0.5681695,0.7386344,-0.21139991,0.42703092,-0.50717735,0.4343036,0.7118934
anorexia,68446b1c3d71,sol quier ser bonit,-0.22521958,0.06038496,-0.60845804,-0.24701606,-0.051011845,-0.084844105,0.1919945,0.695633,-0.26490408,-0.3457415,-0.21911386,-0.5776521,0.4739009,0.006632559,0.0809896,0.47989708,0.29066813,0.2324613,-0.24481237,-0.2979622,0.74496084,-0.2926612,0.36043176,0.12675183,0.17716968,0.25513685,0.12126967,0.70331883,-0.6620805,-0.13396128,0.04260803,0.24601164,-0.0097281635,-0.47922766,0.13737205,0.06943555,0.067956954,0.023289304,0.14860336,-0.57931185,0.38766134,-0.013479535,-0.03648047,0.06543594,1.27597,0.04138145,-0.009412825,-0.6466206,0.24510452,0.20075189
anorexia,b5c70726b56b,hambr asi tom caf,-0.01075346,-0.10162188,-0.6789117,0.0019357055,0.45761555,0.019968387,0.17996632,0.24092573,-0.43803284,-0.29946357,-0.13445552,-0.67866933,1.0333333,0.5824339,-0.42605528,-0.0019143224,0.035349045,0.26307803,-1.5159824,0.045124345,0.14071551,0.31761435,1.2842658,-0.61897546,-0.33446452,0.36507928,-0.51751745,0.7761031,-0.18856849,0.3183769,-0.06036696,-0.24607,0.31482998,-0.35204107,0.18371493,0.6431702,0.8851117,-0.3816164,-0.20425852,-0.18319355,0.5000716,-0.19819114,-0.41544718,0.37290162,0.6709793,-0.25902158,-0.06849531,-0.1405078,0.28074452,0.49034202
anorexia,83cd482ac8b5,dias echo ejercici sient gord madr empiez sospech,-0.90010464,0.25349388,-0.18792745,-0.46488526,-0.29239288,-0.2789566,0.5302787,0.6280864,-0.10146548,-0.38058466,0.16447583,-1.0986933,0.93356884,0.114252836,-0.3057389,0.3104398,0.36946863,0.09145565,-0.64490134,-0.32373893,0.03106656,0.5792655,0.85688794,-0.0004281178,-0.13047107,0.11278957,-0.47124994,-0.012641763,-0.52849656,0.024788588,-0.07821997,0.089036435,0.24480836,-0.34579182,-0.22058791,0.17007346,1.0253824,-0.0899233,-0.9188854,-0.7588215,0.56961226,0.09790644,0.028110784,-0.096331984,0.24666336,-0.25345728,0.00021463633,-0.28400698,0.18082717,-0.29169795
control,c7d902e25548,sup desayun bat caramel manzan frut sec aqui eur descuent inmediat compr,0.5840183,-0.23856783,-0.040314887,-0.2703045,-0.5684019,-0.54412276,0.44436085,1.2076954,-1.3398972,-0.5082596,0.12058991,-0.24803372,0.04997697,-0.1771965,-1.1643904,0.43343362,0.42668545,-0.5055174,-0.9346056,0.76950794,-0.50457793,0.17640173,0.05977424,-0.4417087,-0.40901473,0.29788232,0.09724822,0.0145081775,-0.47119522,0.013432079,0.1720267,0.12465024,0.26154137,0.16842817,0.21982557,1.1509445,0.12518908,-0.15642284,-0.5649781,-0.5369585,0.74038476,-0.7508212,-0.03484955,-0.20595407,0.468671,0.09304682,-0.6666473,0.16323133,0.38429317,-0.24846156
control,facb563ec612,parec vien fri unas manit dic pong tont cat real food dig,-0.36347818,-0.003173509,-0.24024276,-0.46336398,0.34866044,-0.67265844,1.3867503,0.5756965,-0.19076402,0.045926645,0.16037568,-0.057361823,-0.37393364,-0.5864702,-0.29915074,0.051355597,0.001827687,0.16093253,-0.7396095,-0.54406255,0.43563172,0.15891984,1.0338632,-0.8949528,-0.049048487,0.04983024,0.124743246,0.35148498,-0.7338452,-0.19211431,-0.6685781,-0.18874924,-0.15996331,0.16863547,-0.06378939,0.65902114,0.38605535,0.114097595,-0.913124,-1.0631274,-0.20625223,-0.15763955,0.17823233,-0.34143105,1.0318899,0.024377393,0.21700828,-0.28453982,0.7672243,0.1304947
control,addeaf9abff7,entren dia piern pes muert sum x kg pes muert x kg sentadill piern x sentadill skat x,0.07357803,-0.07878799,0.13649364,-0.23546536,-0.10457508,-0.59099895,0.50927424,0.24807504,-0.34052768,-0.17637473,-0.24609865,-1.5428948,-0.05830762,0.55620307,-0.77020943,-0.44646534,0.1982363,0.9045586,-0.6612265,0.3042346,0.06064713,0.66917294,0.6044252,-0.2794669,0.61321104,0.48117214,-1.2703902,-0.6896053,-0.5607395,-0.11759864,0.0997831,0.45644432,0.21102566,-0.64243716,-0.82538736,0.6941494,0.9386313,0.02931267,-0.5618699,-0.003282355,1.0258867,-0.7268131,0.44002548,-0.31654292,1.0097789,-0.69678736,0.50698155,-0.36289254,1.1960875,-0.039706085
anorexia,89580e070452,empez dia bien sol tard tom te list,-0.18369026,0.052396167,-0.21521297,0.32601106,0.16106021,0.046806097,0.8552347,0.6568934,-0.7909353,-0.26674473,-0.35108012,-0.6070751,0.37922353,0.39419898,-0.27440685,0.0684016,0.39591718,-0.27127162,-0.9968183,-0.4016874,-0.041550424,0.15216093,0.46126416,-0.368137,0.26954636,0.26614776,0.4083827,0.09751774,-0.16574468,0.5312131,-0.047867145,-0.15321307,0.3940907,-0.4159051,0.25580424,0.9916515,0.9622574,0.43546116,-0.0063814465,-0.7447335,0.8642075,-0.16534853,-0.5579345,0.007681057,0.274123,-0.44000867,0.18951562,-0.4151924,0.055275347,0.6223144
anorexia,178edf2534d5,t das cuent q entrast est t reproch llor vuelv martiri llev boc boc,-0.49839857,-0.72320557,-0.39458847,-0.5831882,0.31342325,0.002816062,-0.5060967,0.60973704,0.2469897,0.12607212,-0.7953175,-1.2469242,0.5956969,0.9245926,-0.6574726,0.24082538,-0.5870677,-0.61359614,-0.78981763,-0.38514587,0.18970908,0.52499,0.45177576,-0.75999963,-0.022212813,0.42352805,0.1590059,-0.67300004,-0.8536786,-0.4937683,0.20678054,-0.14869271,0.18883133,0.12520342,-0.029932989,0.18427928,1.2787037,0.06332399,-0.29868248,-0.7254023,1.1238259,0.27227286,0.3414013,0.11153289,0.75089854,0.1545398,-0.16950454,-0.41985792,0.69611645,0.28915364
anorexia,8d8b65712c13,echa vac v,-0.45416975,0.20164193,-0.0482423,-0.33742025,-0.14371221,-0.56404495,0.055833757,0.6256302,-0.17292774,0.27485573,1.0193579,-0.9350211,0.32509914,0.9019372,-0.11966769,0.14958282,0.48955354,0.021146515,-0.33398998,-0.74985045,0.26295218,0.75081164,0.25560567,-0.43716046,0.9603286,0.38694525,-0.37968966,0.7906604,-1.2831987,-0.21194959,0.4714688,-0.59217453,-0.04897153,-0.12948148,-0.26533657,-0.14015196,0.69977134,0.35961103,-0.500112,-0.3824782,0.2111618,0.2258095,0.45129475,-0.21818693,0.5445252,0.045033943,-0.31385654,0.35223427,0.70613885,0.18338044
anorexia,92bdb1ddd871,hoy ayun com gent desnutr gord,-0.22520016,0.5218621,-0.09969153,-0.10142701,0.042049944,-0.022347838,0.21999155,0.466014,0.07885935,-0.24439724,0.22323127,-0.6971767,0.24622758,0.37389994,-0.3137338,-0.10832133,0.17532349,-0.0046658865,-1.1361701,-0.32385266,0.422986,0.6918625,0.5194778,-0.16911167,0.15834673,0.2932479,0.11545083,-0.010910921,-0.7791791,0.54601777,0.019921502,-0.3248339,-0.3310472,-0.53322315,0.1269234,0.24700902,0.5087493,0.16998821,-0.3557966,0.00753204,0.6421462,0.21245046,-0.21337946,-0.12884192,0.59454805,-0.29382113,-0.31241065,-0.32399628,0.40490976,-0.010734838
anorexia,d4b4534c0df9,import cuant dig import si veo suficient lind gust mism,-0.3613572,0.14341953,-0.6429647,-0.66358376,0.42753014,-1.3566872,0.79659575,0.97556305,-0.18178743,-0.07406908,-0.08930037,0.43959314,0.22882263,0.44146556,-0.22278135,0.14220348,0.4927407,0.3585231,-0.39153567,0.27782297,0.86727494,0.8624061,0.9381205,-0.14545695,0.11983027,0.42279553,-0.16727039,0.5610899,-0.69014883,0.267016,0.13912314,-0.42301822,-0.5038331,0.010269259,-0.3782209,-0.05203222,0.43720883,0.092661835,-0.46714067,-0.5786369,0.71409106,0.14478728,0.43560272,-0.44527754,0.5977155,0.14815393,0.051461827,-0.7351047,0.691475,-0.1139974
anorexia,4200e1a18448,sab pastill adelgaz asi parec air engord,-0.35727564,-0.008168647,-0.32949278,0.3548275,0.06693749,-0.775464,0.28613138,0.23986517,-0.048824787,-0.16867141,0.35298017,-0.35845542,0.40528774,0.99974793,-0.6469059,-0.1825906,-0.18432052,0.002366015,-1.296218,-0.2553759,0.12304322,0.3985641,0.47708958,-0.7765288,-0.44279152,0.2599192,-0.20367979,0.6405079,-0.58363247,0.031322736,0.03851905,-0.38392144,-0.5023696,-0.12764528,-0.14451864,0.18250756,0.32557648,-0.16719022,-0.31635094,-0.5073524,0.1297541,-0.43650383,-0.08857543,-0.34340313,1.152106,-0.5251254,-0.17274581,-0.25440422,0.6331324,0.33913198
